fecha;hora;centenario;cordoba;la_boca;palermo
16/3/2012 00:00;15;33;21;23;s/d
16/3/2012 00:00;13;35;22;23;s/d
18/3/2012 00:00;8;21;17;18;s/d
18/3/2012 00:00;7;21;17;18;s/d
18/3/2012 00:00;6;21;17;18;s/d
27/3/2012 00:00;7;31;s/d;24;s/d
31/3/2012 00:00;16;29;24;21;s/d
31/3/2012 00:00;11;34;24;21;s/d
1/4/2012 00:00;8;29;26;24;s/d
1/4/2012 00:00;7;29;26;24;s/d
4/4/2012 00:00;6;35;s/d;31;s/d
4/4/2012 00:00;2;s/d;s/d;31;s/d
2/5/2012 00:00;5;17;12;13;s/d
18/5/2012 00:00;7;38;20;23;s/d
27/5/2012 00:00;14;18;15;15;s/d
23/9/2012 00:00;12;23;16;22;s/d
13/10/2012 00:00;10;23;21;20;s/d
18/11/2012 00:00;12;28;s/d;23;s/d
25/11/2012 00:00;14;24;s/d;35;s/d
25/11/2012 00:00;18;21;s/d;28;s/d
26/11/2012 00:00;8;17;s/d;17;s/d
26/11/2012 00:00;7;17;s/d;17;s/d
29/11/2012 00:00;6;28;s/d;28;s/d
2/12/2012 00:00;17;36;27;31;s/d
2/12/2012 00:00;16;36;28;32;s/d
22/12/2012 00:00;16;24;18;32;s/d
22/12/2012 00:00;13;26;20;32;s/d
22/12/2012 00:00;12;26;20;33;s/d
22/12/2012 00:00;10;27;21;34;s/d
22/12/2012 00:00;9;27;22;34;s/d
28/12/2012 00:00;9;23;s/d;24;s/d
28/12/2012 00:00;10;23;s/d;24;s/d
28/12/2012 00:00;13;25;s/d;24;s/d
28/12/2012 00:00;14;29;s/d;24;s/d
30/12/2012 00:00;15;30;s/d;27;s/d
30/12/2012 00:00;14;30;s/d;27;s/d
1/1/2013 00:00;20;31;s/d;13;s/d
3/1/2013 00:00;7;26;s/d;26;s/d
3/1/2013 00:00;12;25;s/d;27;s/d
3/1/2013 00:00;16;23;s/d;26;s/d
5/1/2013 00:00;9;32;s/d;s/d;s/d
11/1/2013 00:00;8;34;s/d;s/d;s/d
28/3/2013 00:00;18;17;16;19;s/d
28/3/2013 00:00;17;17;17;19;s/d
28/3/2013 00:00;16;17;17;19;s/d
28/3/2013 00:00;15;17;16;19;s/d
28/3/2013 00:00;12;18;17;19;s/d
28/3/2013 00:00;14;18;17;19;s/d
30/3/2013 00:00;9;15;13;15;s/d
30/3/2013 00:00;12;15;14;15;s/d
30/3/2013 00:00;13;15;14;15;s/d
30/3/2013 00:00;15;15;15;15;s/d
30/3/2013 00:00;16;15;16;15;s/d
10/4/2013 00:00;6;s/d;18;22;s/d
1/5/2013 00:00;12;25;19;20;s/d
1/5/2013 00:00;15;20;16;18;s/d
2/5/2013 00:00;5;17;14;13;s/d
24/11/2014 00:00;6;16;s/d;s/d;s/d
24/11/2014 00:00;7;16;s/d;s/d;s/d
21/3/2015 00:00;10;82;68;66;s/d
30/8/2010 00:00;6;s/d;s/d;s/d;s/d
10/10/2010 00:00;12;s/d;s/d;s/d;s/d
11/10/2010 00:00;9;s/d;s/d;s/d;s/d
11/10/2010 00:00;12;s/d;s/d;s/d;s/d
12/10/2010 00:00;6;s/d;s/d;s/d;s/d
13/11/2010 00:00;9;s/d;s/d;s/d;s/d
16/1/2011 00:00;8;43;s/d;s/d;s/d
16/1/2011 00:00;9;43;s/d;s/d;s/d
16/1/2011 00:00;13;45;s/d;s/d;s/d
6/3/2011 00:00;6;s/d;25;29;s/d
6/3/2011 00:00;8;s/d;25;28;s/d
7/3/2011 00:00;11;s/d;26;23;s/d
20/3/2011 00:00;16;s/d;19;26;s/d
10/8/2011 00:00;6;42;31;37;s/d
25/9/2011 00:00;10;17;17;17;s/d
25/9/2011 00:00;15;17;16;18;s/d
25/9/2011 00:00;16;17;16;18;s/d
25/9/2011 00:00;5;19;18;19;s/d
8/12/2011 00:00;14;19;17;16;s/d
9/12/2011 00:00;8;20;19;21;s/d
10/12/2011 00:00;13;25;22;32;s/d
10/12/2011 00:00;18;26;23;34;s/d
11/12/2011 00:00;10;24;22;35;s/d
25/12/2011 00:00;1;21;32;14;s/d
26/12/2011 00:00;12;15;13;13;s/d
28/12/2011 00:00;10;21;19;29;s/d
30/12/2011 00:00;9;22;24;25;s/d
30/12/2011 00:00;8;23;24;25;s/d
30/12/2011 00:00;7;23;24;24;s/d
14/1/2012 00:00;13;24;18;21;s/d
14/1/2012 00:00;14;24;18;19;s/d
19/1/2012 00:00;7;26;23;13;s/d
27/1/2012 00:00;11;24;20;24;s/d
5/2/2012 00:00;20;37;30;36;s/d
12/2/2012 00:00;15;34;25;25;s/d
12/2/2012 00:00;13;34;26;25;s/d
13/2/2012 00:00;14;29;22;28;s/d
18/2/2012 00:00;8;28;21;22;s/d
20/2/2012 00:00;12;22;17;18;s/d
20/2/2012 00:00;15;22;18;18;s/d
22/2/2012 00:00;6;20;21;16;s/d
27/2/2012 00:00;18;22;14;15;s/d
3/3/2012 00:00;9;25;18;22;s/d
3/3/2012 00:00;11;23;16;21;s/d
3/3/2012 00:00;8;25;18;22;s/d
3/3/2012 00:00;14;20;15;20;s/d
3/3/2012 00:00;19;19;13;19;s/d
3/3/2012 00:00;6;26;18;22;s/d
3/3/2012 00:00;5;26;18;22;s/d
16/3/2012 00:00;10;35;25;23;s/d
16/3/2012 00:00;11;35;23;23;s/d
16/3/2012 00:00;12;35;22;23;s/d
18/3/2012 00:00;5;20;16;18;s/d
27/3/2012 00:00;8;30;s/d;24;s/d
31/3/2012 00:00;17;28;25;21;s/d
31/3/2012 00:00;15;32;24;21;s/d
31/3/2012 00:00;12;33;24;21;s/d
17/4/2012 00:00;6;s/d;22;30;s/d
1/5/2012 00:00;17;18;13;15;s/d
2/5/2012 00:00;3;17;12;13;s/d
16/5/2012 00:00;6;32;24;28;s/d
23/9/2012 00:00;16;22;14;22;s/d
23/9/2012 00:00;10;25;18;25;s/d
13/10/2012 00:00;8;23;21;21;s/d
13/10/2012 00:00;9;23;21;20;s/d
13/10/2012 00:00;6;24;21;21;s/d
14/10/2012 00:00;10;21;13;16;s/d
14/10/2012 00:00;7;21;14;17;s/d
22/11/2012 00:00;7;23;s/d;25;s/d
25/11/2012 00:00;15;23;s/d;33;s/d
19/12/2012 00:00;6;38;27;33;s/d
22/12/2012 00:00;17;23;18;31;s/d
22/12/2012 00:00;15;25;19;32;s/d
22/12/2012 00:00;14;25;19;32;s/d
22/12/2012 00:00;11;27;21;33;s/d
